gestational_age_(weeks)	race	measure	3rd_percentile	5th_percentile	10th_percentile	50th_percentile	90th_percentile	95th_percentile	97th_percentile
16.71	Non-Hispanic White	Biparietal Diameter	31.98	32.47	33.23	36.07	39.15	40.07	40.68
16.86	Non-Hispanic White	Biparietal Diameter	32.41	32.9	33.67	36.53	39.63	40.56	41.17
17.0	Non-Hispanic White	Biparietal Diameter	32.84	33.33	34.1	36.98	40.11	41.04	41.66
17.14	Non-Hispanic White	Biparietal Diameter	33.26	33.76	34.54	37.44	40.58	41.52	42.14
17.29	Non-Hispanic White	Biparietal Diameter	33.68	34.18	34.97	37.89	41.05	42.0	42.62
17.43	Non-Hispanic White	Biparietal Diameter	34.1	34.6	35.4	38.34	41.52	42.47	43.1
17.57	Non-Hispanic White	Biparietal Diameter	34.52	35.02	35.82	38.78	41.99	42.94	43.57
17.71	Non-Hispanic White	Biparietal Diameter	34.93	35.44	36.25	39.23	42.45	43.41	44.05
17.86	Non-Hispanic White	Biparietal Diameter	35.35	35.86	36.67	39.67	42.91	43.88	44.52
18.0	Non-Hispanic White	Biparietal Diameter	35.76	36.28	37.09	40.11	43.37	44.34	44.99
18.14	Non-Hispanic White	Biparietal Diameter	36.17	36.7	37.51	40.55	43.83	44.81	45.45
18.29	Non-Hispanic White	Biparietal Diameter	36.59	37.11	37.94	40.99	44.29	45.27	45.92
18.43	Non-Hispanic White	Biparietal Diameter	37.0	37.53	38.36	41.43	44.74	45.73	46.38
18.57	Non-Hispanic White	Biparietal Diameter	37.41	37.95	38.78	41.87	45.2	46.19	46.85
18.71	Non-Hispanic White	Biparietal Diameter	37.83	38.36	39.2	42.31	45.66	46.66	47.31
18.86	Non-Hispanic White	Biparietal Diameter	38.24	38.78	39.62	42.75	46.12	47.12	47.78
19.0	Non-Hispanic White	Biparietal Diameter	38.66	39.2	40.05	43.19	46.58	47.58	48.25
19.14	Non-Hispanic White	Biparietal Diameter	39.08	39.62	40.47	43.63	47.04	48.05	48.72
19.29	Non-Hispanic White	Biparietal Diameter	39.5	40.04	40.9	44.07	47.5	48.51	49.19
19.43	Non-Hispanic White	Biparietal Diameter	39.91	40.46	41.33	44.52	47.96	48.98	49.66
19.57	Non-Hispanic White	Biparietal Diameter	40.33	40.89	41.76	44.96	48.42	49.45	50.13
19.71	Non-Hispanic White	Biparietal Diameter	40.76	41.31	42.18	45.41	48.88	49.91	50.6
19.86	Non-Hispanic White	Biparietal Diameter	41.18	41.74	42.61	45.86	49.35	50.38	51.07
20.0	Non-Hispanic White	Biparietal Diameter	41.6	42.16	43.04	46.3	49.81	50.85	51.54
20.14	Non-Hispanic White	Biparietal Diameter	42.02	42.59	43.47	46.75	50.27	51.32	52.01
20.29	Non-Hispanic White	Biparietal Diameter	42.44	43.01	43.9	47.2	50.74	51.79	52.48
20.43	Non-Hispanic White	Biparietal Diameter	42.87	43.44	44.34	47.65	51.2	52.26	52.96
20.57	Non-Hispanic White	Biparietal Diameter	43.29	43.87	44.77	48.1	51.67	52.73	53.43
20.71	Non-Hispanic White	Biparietal Diameter	43.72	44.3	45.2	48.54	52.13	53.2	53.9
20.86	Non-Hispanic White	Biparietal Diameter	44.14	44.72	45.63	48.99	52.6	53.67	54.38
21.0	Non-Hispanic White	Biparietal Diameter	44.57	45.15	46.07	49.44	53.07	54.14	54.85
21.14	Non-Hispanic White	Biparietal Diameter	44.99	45.58	46.5	49.89	53.53	54.61	55.33
21.29	Non-Hispanic White	Biparietal Diameter	45.42	46.01	46.93	50.34	54.0	55.08	55.8
21.43	Non-Hispanic White	Biparietal Diameter	45.85	46.44	47.37	50.79	54.47	55.56	56.27
21.57	Non-Hispanic White	Biparietal Diameter	46.27	46.87	47.8	51.24	54.93	56.03	56.75
21.71	Non-Hispanic White	Biparietal Diameter	46.7	47.3	48.24	51.69	55.4	56.5	57.22
21.86	Non-Hispanic White	Biparietal Diameter	47.13	47.73	48.67	52.14	55.87	56.97	57.7
22.0	Non-Hispanic White	Biparietal Diameter	47.55	48.16	49.1	52.59	56.33	57.44	58.17
22.14	Non-Hispanic White	Biparietal Diameter	47.98	48.59	49.54	53.04	56.8	57.91	58.65
22.29	Non-Hispanic White	Biparietal Diameter	48.41	49.02	49.97	53.49	57.27	58.38	59.12
22.43	Non-Hispanic White	Biparietal Diameter	48.83	49.45	50.41	53.94	57.73	58.85	59.59
22.57	Non-Hispanic White	Biparietal Diameter	49.26	49.87	50.84	54.39	58.2	59.32	60.07
22.71	Non-Hispanic White	Biparietal Diameter	49.68	50.3	51.27	54.84	58.66	59.79	60.54
22.86	Non-Hispanic White	Biparietal Diameter	50.11	50.73	51.7	55.29	59.13	60.26	61.01
23.0	Non-Hispanic White	Biparietal Diameter	50.53	51.16	52.14	55.74	59.59	60.73	61.48
23.14	Non-Hispanic White	Biparietal Diameter	50.96	51.59	52.57	56.19	60.06	61.2	61.96
23.29	Non-Hispanic White	Biparietal Diameter	51.38	52.01	53.0	56.64	60.52	61.67	62.43
23.43	Non-Hispanic White	Biparietal Diameter	51.8	52.44	53.43	57.08	60.98	62.14	62.9
23.57	Non-Hispanic White	Biparietal Diameter	52.23	52.86	53.86	57.53	61.45	62.6	63.37
23.71	Non-Hispanic White	Biparietal Diameter	52.65	53.29	54.29	57.97	61.91	63.07	63.84
23.86	Non-Hispanic White	Biparietal Diameter	53.07	53.71	54.72	58.42	62.37	63.54	64.31
24.0	Non-Hispanic White	Biparietal Diameter	53.49	54.14	55.15	58.86	62.83	64.0	64.78
24.14	Non-Hispanic White	Biparietal Diameter	53.91	54.56	55.57	59.31	63.29	64.47	65.24
24.29	Non-Hispanic White	Biparietal Diameter	54.33	54.98	56.0	59.75	63.75	64.93	65.71
24.43	Non-Hispanic White	Biparietal Diameter	54.75	55.4	56.43	60.19	64.21	65.39	66.18
24.57	Non-Hispanic White	Biparietal Diameter	55.16	55.82	56.85	60.63	64.66	65.86	66.64
24.71	Non-Hispanic White	Biparietal Diameter	55.58	56.24	57.27	61.07	65.12	66.32	67.11
24.86	Non-Hispanic White	Biparietal Diameter	56.0	56.66	57.7	61.51	65.58	66.78	67.57
25.0	Non-Hispanic White	Biparietal Diameter	56.41	57.08	58.12	61.95	66.03	67.24	68.03
25.14	Non-Hispanic White	Biparietal Diameter	56.82	57.49	58.54	62.39	66.48	67.69	68.49
25.29	Non-Hispanic White	Biparietal Diameter	57.24	57.91	58.96	62.82	66.94	68.15	68.95
25.43	Non-Hispanic White	Biparietal Diameter	57.65	58.32	59.38	63.26	67.39	68.61	69.41
25.57	Non-Hispanic White	Biparietal Diameter	58.06	58.73	59.79	63.69	67.84	69.06	69.87
25.71	Non-Hispanic White	Biparietal Diameter	58.46	59.15	60.21	64.12	68.29	69.52	70.33
25.86	Non-Hispanic White	Biparietal Diameter	58.87	59.56	60.63	64.55	68.74	69.97	70.78
26.0	Non-Hispanic White	Biparietal Diameter	59.28	59.96	61.04	64.98	69.18	70.42	71.24
26.14	Non-Hispanic White	Biparietal Diameter	59.68	60.37	61.45	65.41	69.63	70.87	71.69
26.29	Non-Hispanic White	Biparietal Diameter	60.09	60.78	61.86	65.84	70.07	71.32	72.14
26.43	Non-Hispanic White	Biparietal Diameter	60.49	61.18	62.27	66.26	70.51	71.77	72.59
26.57	Non-Hispanic White	Biparietal Diameter	60.89	61.59	62.68	66.69	70.96	72.21	73.04
26.71	Non-Hispanic White	Biparietal Diameter	61.29	61.99	63.08	67.11	71.4	72.66	73.49
26.86	Non-Hispanic White	Biparietal Diameter	61.68	62.39	63.49	67.53	71.83	73.1	73.94
27.0	Non-Hispanic White	Biparietal Diameter	62.08	62.79	63.89	67.95	72.27	73.54	74.38
27.14	Non-Hispanic White	Biparietal Diameter	62.47	63.18	64.29	68.37	72.71	73.99	74.83
27.29	Non-Hispanic White	Biparietal Diameter	62.86	63.58	64.69	68.79	73.14	74.42	75.27
27.43	Non-Hispanic White	Biparietal Diameter	63.26	63.97	65.09	69.2	73.57	74.86	75.71
27.57	Non-Hispanic White	Biparietal Diameter	63.64	64.36	65.49	69.62	74.0	75.3	76.15
27.71	Non-Hispanic White	Biparietal Diameter	64.03	64.75	65.88	70.03	74.43	75.73	76.59
27.86	Non-Hispanic White	Biparietal Diameter	64.42	65.14	66.28	70.44	74.86	76.16	77.02
28.0	Non-Hispanic White	Biparietal Diameter	64.8	65.53	66.67	70.85	75.29	76.59	77.46
28.14	Non-Hispanic White	Biparietal Diameter	65.18	65.91	67.06	71.25	75.71	77.02	77.89
28.29	Non-Hispanic White	Biparietal Diameter	65.56	66.3	67.45	71.66	76.13	77.45	78.32
28.43	Non-Hispanic White	Biparietal Diameter	65.94	66.68	67.83	72.06	76.55	77.87	78.75
28.57	Non-Hispanic White	Biparietal Diameter	66.32	67.06	68.22	72.46	76.97	78.3	79.17
28.71	Non-Hispanic White	Biparietal Diameter	66.69	67.44	68.6	72.86	77.39	78.72	79.6
28.86	Non-Hispanic White	Biparietal Diameter	67.06	67.81	68.98	73.26	77.8	79.14	80.02
29.0	Non-Hispanic White	Biparietal Diameter	67.43	68.19	69.36	73.65	78.21	79.56	80.44
29.14	Non-Hispanic White	Biparietal Diameter	67.8	68.56	69.73	74.05	78.62	79.97	80.86
29.29	Non-Hispanic White	Biparietal Diameter	68.17	68.93	70.11	74.44	79.03	80.39	81.28
29.43	Non-Hispanic White	Biparietal Diameter	68.53	69.29	70.48	74.82	79.44	80.8	81.69
29.57	Non-Hispanic White	Biparietal Diameter	68.9	69.66	70.85	75.21	79.84	81.21	82.11
29.71	Non-Hispanic White	Biparietal Diameter	69.26	70.02	71.22	75.6	80.24	81.61	82.52
29.86	Non-Hispanic White	Biparietal Diameter	69.61	70.38	71.58	75.98	80.64	82.02	82.92
30.0	Non-Hispanic White	Biparietal Diameter	69.97	70.74	71.94	76.36	81.04	82.42	83.33
30.14	Non-Hispanic White	Biparietal Diameter	70.32	71.09	72.3	76.73	81.43	82.82	83.73
30.29	Non-Hispanic White	Biparietal Diameter	70.67	71.45	72.66	77.11	81.83	83.21	84.13
30.43	Non-Hispanic White	Biparietal Diameter	71.02	71.8	73.01	77.48	82.21	83.61	84.53
30.57	Non-Hispanic White	Biparietal Diameter	71.36	72.14	73.37	77.85	82.6	84.0	84.92
30.71	Non-Hispanic White	Biparietal Diameter	71.7	72.49	73.71	78.21	82.98	84.39	85.31
30.86	Non-Hispanic White	Biparietal Diameter	72.04	72.83	74.06	78.57	83.36	84.77	85.7
31.0	Non-Hispanic White	Biparietal Diameter	72.37	73.17	74.4	78.93	83.74	85.15	86.08
31.14	Non-Hispanic White	Biparietal Diameter	72.71	73.5	74.74	79.29	84.11	85.53	86.47
31.29	Non-Hispanic White	Biparietal Diameter	73.04	73.83	75.08	79.64	84.48	85.91	86.84
31.43	Non-Hispanic White	Biparietal Diameter	73.36	74.16	75.41	79.99	84.85	86.28	87.22
31.57	Non-Hispanic White	Biparietal Diameter	73.69	74.49	75.74	80.34	85.21	86.64	87.59
31.71	Non-Hispanic White	Biparietal Diameter	74.01	74.81	76.07	80.68	85.57	87.01	87.96
31.86	Non-Hispanic White	Biparietal Diameter	74.32	75.13	76.39	81.02	85.93	87.37	88.32
32.0	Non-Hispanic White	Biparietal Diameter	74.63	75.45	76.71	81.35	86.28	87.73	88.68
32.14	Non-Hispanic White	Biparietal Diameter	74.94	75.76	77.03	81.69	86.63	88.08	89.04
32.29	Non-Hispanic White	Biparietal Diameter	75.25	76.07	77.34	82.01	86.97	88.43	89.39
32.43	Non-Hispanic White	Biparietal Diameter	75.55	76.37	77.65	82.34	87.31	88.77	89.74
32.57	Non-Hispanic White	Biparietal Diameter	75.85	76.67	77.96	82.66	87.65	89.12	90.08
32.71	Non-Hispanic White	Biparietal Diameter	76.14	76.97	78.26	82.98	87.98	89.45	90.42
32.86	Non-Hispanic White	Biparietal Diameter	76.43	77.26	78.55	83.29	88.31	89.78	90.76
33.0	Non-Hispanic White	Biparietal Diameter	76.72	77.55	78.85	83.6	88.63	90.11	91.09
33.14	Non-Hispanic White	Biparietal Diameter	77.0	77.84	79.14	83.9	88.95	90.44	91.41
33.29	Non-Hispanic White	Biparietal Diameter	77.28	78.12	79.42	84.2	89.26	90.75	91.74
33.43	Non-Hispanic White	Biparietal Diameter	77.56	78.4	79.7	84.5	89.57	91.07	92.05
33.57	Non-Hispanic White	Biparietal Diameter	77.83	78.67	79.98	84.79	89.88	91.38	92.37
33.71	Non-Hispanic White	Biparietal Diameter	78.09	78.94	80.25	85.07	90.18	91.68	92.67
33.86	Non-Hispanic White	Biparietal Diameter	78.36	79.2	80.52	85.35	90.48	91.98	92.98
34.0	Non-Hispanic White	Biparietal Diameter	78.61	79.46	80.79	85.63	90.77	92.28	93.27
34.14	Non-Hispanic White	Biparietal Diameter	78.87	79.72	81.04	85.9	91.05	92.57	93.56
34.29	Non-Hispanic White	Biparietal Diameter	79.12	79.97	81.3	86.17	91.33	92.85	93.85
34.43	Non-Hispanic White	Biparietal Diameter	79.36	80.22	81.55	86.43	91.61	93.13	94.13
34.57	Non-Hispanic White	Biparietal Diameter	79.6	80.46	81.79	86.69	91.88	93.4	94.41
34.71	Non-Hispanic White	Biparietal Diameter	79.84	80.69	82.03	86.94	92.14	93.67	94.68
34.86	Non-Hispanic White	Biparietal Diameter	80.07	80.93	82.27	87.19	92.4	93.94	94.95
35.0	Non-Hispanic White	Biparietal Diameter	80.29	81.15	82.5	87.43	92.66	94.19	95.21
35.14	Non-Hispanic White	Biparietal Diameter	80.51	81.38	82.73	87.67	92.91	94.45	95.46
35.29	Non-Hispanic White	Biparietal Diameter	80.73	81.6	82.95	87.9	93.15	94.69	95.71
35.43	Non-Hispanic White	Biparietal Diameter	80.94	81.81	83.16	88.13	93.39	94.94	95.96
35.57	Non-Hispanic White	Biparietal Diameter	81.15	82.02	83.38	88.35	93.62	95.17	96.2
35.71	Non-Hispanic White	Biparietal Diameter	81.35	82.22	83.59	88.57	93.85	95.41	96.43
35.86	Non-Hispanic White	Biparietal Diameter	81.55	82.42	83.79	88.78	94.08	95.63	96.66
36.0	Non-Hispanic White	Biparietal Diameter	81.74	82.62	83.99	88.99	94.3	95.86	96.88
36.14	Non-Hispanic White	Biparietal Diameter	81.94	82.81	84.18	89.2	94.51	96.07	97.1
36.29	Non-Hispanic White	Biparietal Diameter	82.12	83.0	84.37	89.4	94.72	96.29	97.32
36.43	Non-Hispanic White	Biparietal Diameter	82.3	83.18	84.56	89.59	94.93	96.49	97.53
36.57	Non-Hispanic White	Biparietal Diameter	82.48	83.36	84.74	89.78	95.13	96.7	97.73
36.71	Non-Hispanic White	Biparietal Diameter	82.66	83.54	84.92	89.97	95.32	96.9	97.93
36.86	Non-Hispanic White	Biparietal Diameter	82.83	83.71	85.09	90.15	95.51	97.09	98.13
37.0	Non-Hispanic White	Biparietal Diameter	82.99	83.88	85.26	90.33	95.7	97.28	98.32
37.14	Non-Hispanic White	Biparietal Diameter	83.15	84.04	85.43	90.51	95.88	97.47	98.51
37.29	Non-Hispanic White	Biparietal Diameter	83.31	84.2	85.59	90.68	96.06	97.65	98.69
37.43	Non-Hispanic White	Biparietal Diameter	83.47	84.36	85.75	90.84	96.24	97.83	98.87
37.57	Non-Hispanic White	Biparietal Diameter	83.62	84.51	85.91	91.01	96.41	98.0	99.04
37.71	Non-Hispanic White	Biparietal Diameter	83.77	84.66	86.06	91.16	96.58	98.17	99.21
37.86	Non-Hispanic White	Biparietal Diameter	83.91	84.81	86.21	91.32	96.74	98.33	99.38
38.0	Non-Hispanic White	Biparietal Diameter	84.05	84.95	86.35	91.47	96.9	98.49	99.54
38.14	Non-Hispanic White	Biparietal Diameter	84.19	85.09	86.49	91.62	97.05	98.65	99.7
38.29	Non-Hispanic White	Biparietal Diameter	84.33	85.23	86.63	91.76	97.2	98.8	99.86
38.43	Non-Hispanic White	Biparietal Diameter	84.46	85.36	86.76	91.9	97.35	98.95	100.01
38.57	Non-Hispanic White	Biparietal Diameter	84.59	85.49	86.89	92.04	97.5	99.1	100.15
38.71	Non-Hispanic White	Biparietal Diameter	84.71	85.61	87.02	92.18	97.64	99.24	100.3
38.86	Non-Hispanic White	Biparietal Diameter	84.83	85.74	87.15	92.31	97.77	99.38	100.44
39.0	Non-Hispanic White	Biparietal Diameter	84.95	85.86	87.27	92.44	97.91	99.52	100.58
39.14	Non-Hispanic White	Biparietal Diameter	85.07	85.97	87.39	92.56	98.04	99.65	100.72
39.29	Non-Hispanic White	Biparietal Diameter	85.18	86.09	87.5	92.68	98.17	99.79	100.85
39.43	Non-Hispanic White	Biparietal Diameter	85.29	86.2	87.61	92.8	98.3	99.92	100.98
39.57	Non-Hispanic White	Biparietal Diameter	85.4	86.3	87.72	92.92	98.42	100.04	101.11
39.71	Non-Hispanic White	Biparietal Diameter	85.5	86.41	87.83	93.03	98.55	100.17	101.24
39.86	Non-Hispanic White	Biparietal Diameter	85.6	86.51	87.93	93.15	98.67	100.29	101.36
40.0	Non-Hispanic White	Biparietal Diameter	85.69	86.61	88.03	93.26	98.79	100.41	101.49
40.14	Non-Hispanic White	Biparietal Diameter	85.78	86.7	88.13	93.36	98.91	100.54	101.61
40.29	Non-Hispanic White	Biparietal Diameter	85.87	86.79	88.22	93.47	99.02	100.66	101.73
40.43	Non-Hispanic White	Biparietal Diameter	85.96	86.88	88.31	93.57	99.14	100.78	101.86
40.57	Non-Hispanic White	Biparietal Diameter	86.03	86.96	88.4	93.67	99.26	100.9	101.98
40.71	Non-Hispanic White	Biparietal Diameter	86.11	87.03	88.48	93.77	99.37	101.02	102.11
40.86	Non-Hispanic White	Biparietal Diameter	86.18	87.11	88.56	93.86	99.49	101.14	102.23
41.0	Non-Hispanic White	Biparietal Diameter	86.25	87.18	88.63	93.96	99.6	101.27	102.36
41.14	Non-Hispanic White	Biparietal Diameter	86.31	87.24	88.7	94.05	99.72	101.39	102.49
41.29	Non-Hispanic White	Biparietal Diameter	86.36	87.3	88.77	94.14	99.84	101.52	102.62
41.43	Non-Hispanic White	Biparietal Diameter	86.41	87.35	88.83	94.23	99.96	101.65	102.76
41.57	Non-Hispanic White	Biparietal Diameter	86.45	87.4	88.88	94.32	100.09	101.79	102.9
41.71	Non-Hispanic White	Biparietal Diameter	86.49	87.44	88.93	94.41	100.21	101.93	103.05
41.86	Non-Hispanic White	Biparietal Diameter	86.51	87.48	88.98	94.49	100.34	102.07	103.21
42.0	Non-Hispanic White	Biparietal Diameter	86.53	87.5	89.02	94.58	100.48	102.22	103.37
10.0	Non-Hispanic White	Femur Length	1.69	1.77	1.88	2.37	2.97	3.17	3.3
10.14	Non-Hispanic White	Femur Length	1.84	1.92	2.05	2.57	3.21	3.43	3.57
10.29	Non-Hispanic White	Femur Length	2.0	2.09	2.22	2.78	3.47	3.7	3.86
10.43	Non-Hispanic White	Femur Length	2.17	2.26	2.41	3.0	3.75	3.99	4.16
10.57	Non-Hispanic White	Femur Length	2.35	2.44	2.6	3.24	4.04	4.3	4.47
10.71	Non-Hispanic White	Femur Length	2.53	2.64	2.8	3.49	4.34	4.62	4.8
10.86	Non-Hispanic White	Femur Length	2.73	2.84	3.02	3.75	4.66	4.95	5.15
11.0	Non-Hispanic White	Femur Length	2.94	3.06	3.25	4.02	4.99	5.3	5.51
11.14	Non-Hispanic White	Femur Length	3.15	3.28	3.48	4.31	5.33	5.66	5.89
11.29	Non-Hispanic White	Femur Length	3.38	3.52	3.73	4.61	5.69	6.04	6.28
11.43	Non-Hispanic White	Femur Length	3.62	3.76	3.99	4.92	6.06	6.43	6.69
11.57	Non-Hispanic White	Femur Length	3.87	4.02	4.26	5.24	6.45	6.84	7.11
11.71	Non-Hispanic White	Femur Length	4.13	4.29	4.54	5.58	6.85	7.26	7.54
11.86	Non-Hispanic White	Femur Length	4.39	4.56	4.83	5.93	7.27	7.7	7.99
12.0	Non-Hispanic White	Femur Length	4.67	4.85	5.14	6.29	7.69	8.15	8.46
12.14	Non-Hispanic White	Femur Length	4.96	5.15	5.45	6.66	8.13	8.61	8.93
12.29	Non-Hispanic White	Femur Length	5.26	5.46	5.77	7.04	8.59	9.08	9.42
12.43	Non-Hispanic White	Femur Length	5.57	5.77	6.1	7.43	9.05	9.57	9.92
12.57	Non-Hispanic White	Femur Length	5.89	6.1	6.45	7.84	9.53	10.07	10.44
12.71	Non-Hispanic White	Femur Length	6.21	6.44	6.8	8.25	10.01	10.58	10.96
12.86	Non-Hispanic White	Femur Length	6.55	6.78	7.16	8.67	10.51	11.09	11.49
13.0	Non-Hispanic White	Femur Length	6.89	7.14	7.53	9.11	11.01	11.62	12.03
13.14	Non-Hispanic White	Femur Length	7.24	7.5	7.91	9.55	11.52	12.16	12.59
13.29	Non-Hispanic White	Femur Length	7.6	7.87	8.29	10.0	12.05	12.7	13.14
13.43	Non-Hispanic White	Femur Length	7.97	8.24	8.69	10.45	12.57	13.25	13.71
13.57	Non-Hispanic White	Femur Length	8.34	8.63	9.09	10.92	13.11	13.81	14.28
13.71	Non-Hispanic White	Femur Length	8.72	9.02	9.49	11.38	13.65	14.37	14.86
13.86	Non-Hispanic White	Femur Length	9.11	9.41	9.91	11.86	14.2	14.94	15.44
14.0	Non-Hispanic White	Femur Length	9.5	9.82	10.33	12.34	14.75	15.51	16.03
14.14	Non-Hispanic White	Femur Length	9.9	10.22	10.75	12.82	15.3	16.09	16.62
14.29	Non-Hispanic White	Femur Length	10.3	10.64	11.18	13.31	15.86	16.66	17.21
14.43	Non-Hispanic White	Femur Length	10.71	11.05	11.61	13.8	16.42	17.24	17.8
14.57	Non-Hispanic White	Femur Length	11.12	11.47	12.04	14.3	16.98	17.82	18.39
14.71	Non-Hispanic White	Femur Length	11.53	11.9	12.48	14.8	17.54	18.4	18.99
14.86	Non-Hispanic White	Femur Length	11.95	12.32	12.92	15.29	18.1	18.98	19.58
15.0	Non-Hispanic White	Femur Length	12.36	12.75	13.37	15.79	18.66	19.56	20.17
15.14	Non-Hispanic White	Femur Length	12.78	13.18	13.81	16.29	19.21	20.13	20.76
15.29	Non-Hispanic White	Femur Length	13.21	13.61	14.26	16.79	19.77	20.71	21.34
15.43	Non-Hispanic White	Femur Length	13.63	14.04	14.7	17.29	20.32	21.28	21.92
15.57	Non-Hispanic White	Femur Length	14.05	14.48	15.15	17.78	20.87	21.84	22.5
15.71	Non-Hispanic White	Femur Length	14.48	14.91	15.59	18.28	21.42	22.41	23.07
15.86	Non-Hispanic White	Femur Length	14.9	15.34	16.04	18.77	21.96	22.96	23.64
16.0	Non-Hispanic White	Femur Length	15.33	15.77	16.49	19.26	22.5	23.52	24.2
16.14	Non-Hispanic White	Femur Length	15.75	16.21	16.93	19.75	23.03	24.06	24.75
16.29	Non-Hispanic White	Femur Length	16.18	16.64	17.37	20.23	23.56	24.6	25.3
16.43	Non-Hispanic White	Femur Length	16.6	17.06	17.81	20.71	24.09	25.14	25.85
16.57	Non-Hispanic White	Femur Length	17.02	17.49	18.25	21.19	24.6	25.67	26.38
16.71	Non-Hispanic White	Femur Length	17.44	17.92	18.69	21.66	25.11	26.19	26.91
16.86	Non-Hispanic White	Femur Length	17.85	18.34	19.12	22.13	25.62	26.7	27.43
17.0	Non-Hispanic White	Femur Length	18.27	18.76	19.55	22.6	26.12	27.21	27.95
17.14	Non-Hispanic White	Femur Length	18.68	19.18	19.98	23.06	26.61	27.71	28.45
17.29	Non-Hispanic White	Femur Length	19.1	19.6	20.41	23.51	27.1	28.21	28.96
17.43	Non-Hispanic White	Femur Length	19.51	20.02	20.83	23.97	27.58	28.7	29.45
17.57	Non-Hispanic White	Femur Length	19.91	20.43	21.25	24.42	28.05	29.18	29.94
17.71	Non-Hispanic White	Femur Length	20.32	20.84	21.67	24.86	28.52	29.66	30.42
17.86	Non-Hispanic White	Femur Length	20.72	21.25	22.08	25.3	28.99	30.13	30.89
18.0	Non-Hispanic White	Femur Length	21.13	21.66	22.5	25.74	29.45	30.59	31.36
18.14	Non-Hispanic White	Femur Length	21.53	22.06	22.91	26.17	29.9	31.05	31.82
18.29	Non-Hispanic White	Femur Length	21.93	22.47	23.32	26.61	30.35	31.51	32.28
18.43	Non-Hispanic White	Femur Length	22.33	22.87	23.73	27.03	30.8	31.96	32.73
18.57	Non-Hispanic White	Femur Length	22.73	23.27	24.14	27.46	31.24	32.4	33.18
18.71	Non-Hispanic White	Femur Length	23.12	23.67	24.55	27.89	31.68	32.85	33.63
18.86	Non-Hispanic White	Femur Length	23.52	24.07	24.95	28.31	32.12	33.29	34.07
19.0	Non-Hispanic White	Femur Length	23.92	24.48	25.36	28.73	32.55	33.73	34.51
19.14	Non-Hispanic White	Femur Length	24.32	24.88	25.77	29.15	32.99	34.16	34.95
19.29	Non-Hispanic White	Femur Length	24.72	25.28	26.17	29.58	33.42	34.6	35.39
19.43	Non-Hispanic White	Femur Length	25.12	25.68	26.58	30.0	33.85	35.03	35.82
19.57	Non-Hispanic White	Femur Length	25.52	26.09	26.99	30.42	34.28	35.47	36.26
19.71	Non-Hispanic White	Femur Length	25.92	26.49	27.4	30.84	34.71	35.9	36.69
19.86	Non-Hispanic White	Femur Length	26.32	26.9	27.8	31.26	35.14	36.33	37.12
20.0	Non-Hispanic White	Femur Length	26.72	27.3	28.21	31.68	35.57	36.75	37.54
20.14	Non-Hispanic White	Femur Length	27.12	27.7	28.62	32.09	35.99	37.18	37.97
20.29	Non-Hispanic White	Femur Length	27.53	28.11	29.02	32.51	36.41	37.6	38.39
20.43	Non-Hispanic White	Femur Length	27.93	28.51	29.43	32.92	36.83	38.02	38.82
20.57	Non-Hispanic White	Femur Length	28.33	28.91	29.84	33.34	37.25	38.44	39.23
20.71	Non-Hispanic White	Femur Length	28.73	29.31	30.24	33.75	37.67	38.86	39.65
20.86	Non-Hispanic White	Femur Length	29.13	29.71	30.64	34.16	38.08	39.27	40.07
